IsIPA,OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,PitchRate,Efficiency,UserId
TRUE,1.064,1.013,6.69,62.68,6.44,150,1.041,,75,56565
FALSE,1.045,1.01,4.59,34.99,4.96,60,1.032,0.35,75,
TRUE,1.052,1.009,5.71,55.64,7.29,60,1.038,,58,
TRUE,1.059,1.016,5.54,71.06,6.69,60,1.043,,60,
TRUE,1.08,1.018,8.06,115.95,8.12,60,1.061,1.25,70,
TRUE,1.062,1.016,6.03,61.77,6.07,60,1.052,0.35,75,
FALSE,1.054,1.013,5.34,18.72,3.51,60,1.046,,75,
FALSE,1.049,1.012,4.89,26.03,3.83,90,1.038,0.75,68,47420
FALSE,1.066,1.013,7.06,69.3,17.21,60,1.052,0.35,35,
TRUE,1.06245733797628,1.01374444960366,6.39,65.95,4.6,70,1.03631341598985,0.75,65,
FALSE,1.082,1.02,8.17,34.97,7.36,60,1.137,0.75,100,
FALSE,1.061,1.012,6.5,41.57,7.24,60,1.041,,70,
TRUE,1.059,1.011,6.29,41.42,26.5,60,1.13,0.35,35,
FALSE,1.054,1.009,5.84,20.5,3.7,60,1.039,,60,
FALSE,1.044,1.008,4.74,25.42,37.5,60,1.033,,50,
FALSE,1.049,1.012,4.9,15.08,3.49,75,1.04,,71,
FALSE,1.056,1.015,5.42,29.61,7.2,60,1.037,,70,
FALSE,1.052,1.011,5.34,27.48,4.14,60,1.048,0.75,75,49548
FALSE,1.055,1.011,5.77,57.36,7.32,40,1.047,,70,
FALSE,1.053,1.01,5.66,43.77,6.24,60,1.041,,35,
FALSE,1.051,1.011,5.26,46.17,5.65,70,1.036,0.35,70,
FALSE,1.051,1.011,5.19,122.02,5.1,90,1.043,,75,
TRUE,1.07,1.021,6.44,93.23,8.93,60,1.046,,70,34210
FALSE,1.049,1.009,5.22,20.01,3.23,90,1.036,,78,73426
FALSE,1.051,1.007,5.91,15.89,3.2,90,1.036,0.75,70,
TRUE,1.061,1.015,6.13,50.91,5.06,60,1.041,0.35,70,22182
TRUE,1.073,1.016,7.37,113.66,11.07,60,1.048,,70,
FALSE,1.058,1.016,5.48,20.52,6,90,1.04,0.75,70,
TRUE,1.055,1.009,5.95,27.13,15.9,60,1.043,,75,
FALSE,1.102,1.023,10.46,58.73,50,60,1.102,1,75,
FALSE,1.054,1.008,6.03,18.89,8.41,60,1.04,0.75,85,
FALSE,1.057,1.014,5.63,31.27,15.6,60,1.042,,70,18665
TRUE,1.062,1.018,5.72,122.75,6.69,60,1.045,0.35,70,49729
FALSE,1.053,1.013,5.18,18.33,24.96,60,1.045,0.35,72,90460
FALSE,1.065,1.015,6.61,27.35,5.26,60,1.047,,75,
FALSE,1.05594893686495,1.01346277005135,5.57,31.01,27.51,90,1.04669939703281,1,72,
FALSE,1.044,1.01,4.51,20.31,2.73,60,1.039,0.75,69,
FALSE,1.055,1.011,5.82,39.74,8.7,60,1.045,0.35,70,22389
FALSE,1.057,1.014,5.58,41.74,4.51,60,1.04,,65,56019
FALSE,1.062,1.014,6.29,35.66,3.3,90,1.053,1.75,75,31681
TRUE,1.056,1.01,6.12,83.75,5.99,90,1.047,,72,61616
FALSE,1.068,1.018,6.6,90.38,32.59,60,1.114,0.35,35,56221
TRUE,1.072,1.017,7.27,67.1,5.46,60,1.052,,71,
FALSE,1.058,1.011,6.13,15.88,19.19,60,1.045,,75,56565
FALSE,1.045,1.011,4.47,36.93,3.6,60,1.038,,80,
TRUE,1.059,1.011,6.3,42.44,10.55,60,1.042,,70,
FALSE,1.087,1.027,7.87,52.08,46.3,60,1.12,1.25,35,
TRUE,1.065,1.015,6.62,96.5,7.84,60,1.048,0.35,75,
TRUE,1.05,1.009,5.53,39.07,6.03,60,1.037,0.75,72,
TRUE,1.07,1.018,6.8,100.52,4.92,60,1.052,,70,14852
FALSE,1.09,1.027,8.23,42.39,21.73,60,1.062,1.5,65,
FALSE,1.048,1.014,4.48,30.61,14.4,60,1.035,0.75,70,
FALSE,1.064,1.012,6.79,24.9,5.11,60,1.047,,70,
FALSE,1.037,1.008,3.79,30.28,9.08,60,1.034,,69,21465
TRUE,1.07,1.017,6.95,67.47,7.37,60,1.096,1,75,
FALSE,1.044,1.009,4.63,18.45,2.81,60,1.088,0.35,35,
FALSE,1.04,1.007,4.38,30.91,5.36,60,1.03,,78,
FALSE,1.052,1.014,5.04,21.27,7.61,90,1.036,,75,
FALSE,1.059,1.022,4.81,24.32,30.8,90,1.042,0.75,78,
TRUE,1.066,1.011,7.25,61.03,5.88,60,1.051,0.35,70,39433
TRUE,1.071,1.018,6.91,68.79,8.3,75,1.054,,70,65897
TRUE,1.056,1.014,5.48,10.86,9.93,75,1.046,0.5,70,
FALSE,1.038,1.005,4.2,11.51,2.28,90,1.034,1.75,75,
FALSE,1.048,1.012,4.72,26.79,9.08,60,1.088,0.35,35,28832
TRUE,1.076,1.019,7.5,72.36,10.48,90,1.061,0.5,75,67891
FALSE,1.045,1.01,4.63,17.87,12.25,60,1.037,,80,58299
TRUE,1.062,1.016,6.13,86.7,17.13,60,1.078,,22,
TRUE,1.06,1.012,6.25,47.1,5.67,60,1.02,,70,13415
FALSE,1.08,1.018,8.09,46.57,48.01,60,1.064,1.25,70,
FALSE,1.06,1.014,5.94,33.56,38.28,60,1.08,,75,53015
FALSE,1.058,1.011,6.12,39.73,22.48,60,1.053,,70,52501
FALSE,1.051,1.013,4.93,22.68,29,60,1.04,,75,
TRUE,1.064,1.017,6.18,73.71,15.98,90,1.048,,70,
FALSE,1.052,1.015,4.74,71.03,4.41,60,1.049,0.35,35,
FALSE,1.062,1.012,6.48,48,13.68,60,1.048,,70,97
FALSE,1.048,1.01,5.06,20.28,5.08,60,1.044,,80,
FALSE,1.047,1.013,4.46,39.41,33.96,90,1.037,,70,54764
FALSE,1.049,1.011,5.01,34.91,3.55,60,1.041,,80,73426
FALSE,1.05,1.011,5.19,26.69,12.17,60,1.037,1.5,75,
FALSE,1.051,1.01,5.37,0,4.72,60,1.044,,70,
FALSE,1.056,1.009,6.14,41.71,9.69,75,1.05,,75,44647
FALSE,1.054,1.009,5.91,22.46,5.84,60,1.036,,70,
TRUE,1.06,1.013,6.2,46.77,6.49,90,1.052,,68,
FALSE,1.107,1.026,10.68,43.09,20.49,90,,,70,2621
TRUE,1.072,1.016,7.8,120.32,10.39,60,1.05,,60,
TRUE,1.06,1.01,6.53,48.14,7.28,60,1.06,,66,
FALSE,1.049,1.014,4.66,45.3,4.19,90,1.043,1.5,55,28452
FALSE,1.044,1.01,4.46,30.53,12.79,60,1.038,,65,
TRUE,1.081,1.022,7.69,233.52,10.11,90,1.135,0.35,35,
TRUE,1.06,1.01,6.52,44.5,6.15,60,1.055,0.75,82,
FALSE,1.06759873361263,1.02529935508446,5.91,51.48,40,70,1.09831168057735,0.35,35,26830
TRUE,1.064,1.013,6.74,61.67,5.77,60,1.048,,71,88089
TRUE,1.064,1.018,5.99,104.45,5.03,90,1.047,0.35,63,
TRUE,1.079,1.018,8.04,521.75,23.92,60,1.053,,60,
FALSE,1.056,1.017,5.09,28.8,11.09,60,1.045,1.5,75,
FALSE,1.046,1.009,4.94,0,5.7,60,1.039,,35,
TRUE,1.069,1.016,6.88,68,6.9,60,1.151,0.35,35,
FALSE,1.053,1.019,4.46,32.05,33.58,60,1.037,0.75,60,
TRUE,1.059,1.013,6.05,43.46,31.1,60,1.038,,70,
FALSE,1.06364326455008,1.02308282541442,5.32,27.73,33.32,70,1.05386753179486,0.35,82,
FALSE,1.055,1.013,5.43,50.4,10.84,60,1.045,0.75,73,32573
TRUE,1.041,1.011,4.01,22.57,3.88,60,1.036,0.5,70,
FALSE,1.05,1.008,5.51,13.98,4.97,60,1.044,,70,
TRUE,1.058,1.012,6.09,344.41,6.56,60,1.053,,35,
TRUE,1.039,1.01,4.1,0,13,60,,,75,
TRUE,1.061,1.013,6.21,49.71,6.85,65,1.072,0.5,70,60692
TRUE,1.064,1.015,6.42,78.8,4.36,60,1.05,0.75,70,
FALSE,1.063,1.015,6.36,16.79,6.18,60,1.045,,75,
FALSE,1.052,1.008,5.81,39.94,20.62,60,1.052,0.75,65,
FALSE,1.05,1.01,5.22,22.41,5.97,60,1.092,,65,
FALSE,1.055,1.011,5.76,24.59,6.21,60,1.045,1,80,49415
TRUE,1.066,1.02,6.11,54.81,6.26,60,1.051,0.75,65,
FALSE,1.048,1.009,5.04,12.56,3.7,60,1.043,,70,
FALSE,1.049,1.014,4.53,26.05,25.12,60,1.039,0.35,68,
FALSE,1.05,1.012,5,39.37,21.83,70,1.036,,71,
FALSE,1.054,1.014,5.24,27.1,37.16,60,1.045,0.75,73,21373
FALSE,1.054,1.012,5.5,26.79,11.63,60,1.039,,70,
FALSE,1.06504674107244,1.01539412710352,6.51,21.95,5.16,90,1.04921945190539,1,70,
FALSE,1.05451267808465,1.01307063638944,5.44,26.62,5.06,60,1.04169127515111,1,80,
FALSE,1.056,1.014,5.53,35.02,6.94,60,1.04,,65,
FALSE,1.09,1.024,8.77,45.41,50,60,1.066,0.5,50,
FALSE,1.108,1.025,10.89,123.85,50,60,1.085,,75,
TRUE,1.065,1.018,6.07,38.75,12.99,60,1.079,,45,
FALSE,1.096,1.02,10.01,112.27,50,90,1.07,1.25,60,
FALSE,1.08,1.02,7.86,41.36,45.12,60,1.063,0.75,77,
FALSE,1.063,1.014,6.44,36.53,16.41,60,1.048,0.35,35,25607
FALSE,1.0531713885971,1.00964827982761,5.71,33.63,23.12,60,1.04335593359478,,63,53006
FALSE,1.057,1.012,5.88,37.19,37.08,70,1.052,0.75,78,
FALSE,1.061,1.016,5.88,36.55,3.1,60,1.05,,35,
TRUE,1.062,1.01,6.79,55.96,6.3,70,1.049,,75,
FALSE,1.058,1.01,6.21,41.35,3.86,60,1.043,,70,
FALSE,1.079,1.014,8.45,57.02,34.76,60,1.068,0.5,70,51696
FALSE,1.047,1.009,5.09,42.77,5.3,60,1.036,1,72,17602
FALSE,1.067,1.012,7.19,26.59,27.62,60,1.05,,75,44217
TRUE,1.062,1.012,6.51,45.7,12.84,60,1.041,,70,
FALSE,1.058,1.014,5.84,37.21,29.17,60,1.046,0.75,71,
FALSE,1.075,1.014,8.03,31.67,14.89,60,1.061,0.75,80,
FALSE,1.067,1.02,6.06,13.38,40.01,60,1.057,,70,73980
FALSE,1.039,1.005,4.4,22.35,5.99,60,1.033,0.75,35,
TRUE,1.06,1.008,6.83,28.82,10.69,60,1.201,,35,
TRUE,1.054,1.01,5.73,54.05,7.78,60,1.045,,70,
TRUE,1.069,1.013,7.27,140.11,4.53,5,1.061,0.35,70,
FALSE,1.04,1.005,4.61,18.76,3.56,55,1.074,0.35,35,
FALSE,1.057,1.015,5.51,30.95,18.85,60,1.047,,65,46204
FALSE,1.055,1.017,5.08,31.93,40,60,1.051,,70,
FALSE,1.10716759576485,1.02679186820507,10.55,69.61,39.16,80,1.10704582998839,,80,
TRUE,1.081,1.02,7.99,151.4,5.98,60,1.061,,70,
FALSE,1.071,1.022,6.5,18.24,6.73,60,1.068,0.35,82,
TRUE,1.073,1.016,7.54,72.84,7.5,60,1.059,,75,
FALSE,1.042,1.007,4.58,13.11,2.8,60,1.07,,35,18665
TRUE,1.055,1.01,5.95,125.49,5.82,60,1.101,,60,
FALSE,1.05,1.012,4.96,25.59,13.69,60,1.04,0.35,66,
TRUE,1.062,1.012,6.49,72.8,8.64,60,1.069,0.75,68.3,21774
FALSE,1.044,1.011,4.33,54.61,7.16,60,1.053,0.5,70,85314
FALSE,1.057,1.015,5.56,36.51,5.26,60,1.079,0.35,35,
TRUE,1.048,1.011,4.9,80.62,3.49,60,1.079,,35,
FALSE,1.052,1.011,5.31,30.64,3.49,90,1.039,0.75,78,81569
TRUE,1.063,1.018,5.96,61.03,5.48,60,1.046,0.75,70,93142
FALSE,1.058,1.013,5.86,20.7,6.08,60,1.051,,68.5,115116
FALSE,1.052,1.013,5.15,26.8,20,60,1.035,,60,22182
FALSE,1.094,1.005,11.72,30.22,6.97,75,1.081,1.25,80,55831
FALSE,1.055,1.014,5.4,29.6,24.77,60,1.041,,75,
FALSE,1.041,1.009,4.16,13.89,5.16,90,1.03,0.5,70,
FALSE,1.04,1.008,4.16,30.49,2.78,60,1.046,1.75,70,
TRUE,1.071,1.012,7.69,80.84,6.58,60,1.047,,70,68964
FALSE,1.048,1.008,5.19,24.8,4.61,60,1.041,1,72,
TRUE,1.063,1.014,6.35,31.83,5.7,60,1.048,1,70,43137
FALSE,1.062,1.014,6.31,51.23,39.71,90,1.046,,75,
FALSE,1.066,1.012,7.06,83.01,4.15,60,1.043,,35,67809
FALSE,1.05,1.012,4.99,36.66,10.09,60,1.042,0.35,75,
FALSE,1.068,1.027,5.3,38.26,39.41,60,1.056,0.75,75,
TRUE,1.057,1.01,6.05,97.88,7.23,60,1.041,,83,
TRUE,1.064,1.014,6.55,34.73,5.2,90,1.047,,75,
FALSE,1.067,1.017,6.55,24.59,9.96,60,1.053,,70,51630
TRUE,1.064,1.012,6.91,45.63,11.15,60,1.046,,55,
TRUE,1.056,1.013,5.67,57.6,7.78,60,1.047,1,35,
FALSE,1.063,1.011,6.76,39.46,8.28,70,1.05,,82,48693
FALSE,1.098,1.024,9.61,86.79,40,90,,,65,955
TRUE,1.074,1.018,7.32,30.81,5.58,60,1.054,0.35,65,
FALSE,1.079,1.02,7.76,29.67,5.42,60,1.053,,70,
FALSE,1.048,1.012,4.68,40.51,3.8,60,1.038,0.5,60,
FALSE,1.045,1.01,4.52,25.03,11.47,90,1.036,,68,75195
TRUE,1.062,1.016,6.13,18.81,18.1,60,1.221,,35,
FALSE,1.049,1.013,4.7,0,4.2,60,,,75,
TRUE,1.052,1.012,5.23,37.27,4.16,65,1.036,1,55,
FALSE,1.058,1.014,5.72,48.68,15.96,60,1.042,,70,
FALSE,1.065,1.012,7.07,0,26.18,60,1.05,,75,
TRUE,1.105,1.025,10.59,84.15,12.24,60,1.077,,75,
TRUE,1.056,1.01,6,74.41,5.81,60,1.041,,70,43078
FALSE,1.046,1.008,4.97,20.09,6.6,60,1.034,,70,
FALSE,1.057,1.016,5.37,23.46,10.83,60,1.068,0.5,55,60692
FALSE,1.063,1.017,6.05,60.01,29.39,60,1.056,0.75,72,
FALSE,1.08,1.008,9.47,31.39,24.46,90,1.059,1,75,56042
TRUE,1.067,1.018,6.32,90.88,8.79,60,1.044,0.75,75,43659
FALSE,1.051,1.005,6.06,34.63,4.12,60,1.029,,66,
TRUE,1.062,1.017,5.92,57.97,4.22,60,1.042,0.35,70,
FALSE,1.071,1.019,6.78,75.24,50,60,1.057,,65,
FALSE,1.054,1.009,5.93,37.95,5.14,60,1.047,,78,
FALSE,1.048,1.01,5.07,33.8,5.56,60,1.043,,75,40919
FALSE,1.044,1.008,4.72,21.45,5.1,60,1.089,,35,23745
FALSE,1.04,1.009,4.15,18.26,3.61,45,1.031,1,65,
FALSE,1.055,1.014,5.42,62.44,5.34,60,1.04,0.75,70,
FALSE,1.069,1.021,6.3,27.43,5.73,60,1.06,,75,
FALSE,1.053,1.012,5.27,37.96,2.8,20,1.042,,35,19540
TRUE,1.091,1.007,11.11,348.87,6.12,90,1.073,1,85,20984
FALSE,1.06,1.015,5.9,0,3.86,60,1.051,,77,25019
FALSE,1.044,1.012,4.28,25.09,4.76,60,1.037,0.75,75,
FALSE,1.056,1.016,5.28,30.41,10,60,1.05,,72,
FALSE,1.043,1.014,3.85,20.48,3.5,75,1.035,0.75,85,
TRUE,1.067,1.016,6.69,44.19,10.98,60,1.049,1,80,
FALSE,1.049,1.012,4.84,20.15,3.65,90,1.036,1,70,
FALSE,1.053,1.01,5.69,59.68,24.03,60,1.053,,35,
TRUE,1.064,1.015,6.37,62.02,7.26,60,1.046,0.75,73,84173
FALSE,1.055,1.013,5.5,33,5.82,60,1.039,1,65,49521
FALSE,1.05,1.009,5.31,44.6,9.07,60,1.038,,75,
TRUE,1.087,1.024,8.25,51.65,4.9,60,1.087,,75,40387
TRUE,1.058,1.016,5.46,34.88,4.05,60,1.041,,70,
FALSE,1.077,1.015,8.11,20.08,5.95,60,1.063,,70,
FALSE,1.058,1.014,5.67,0,3.79,60,1.042,,65,67006
FALSE,1.045,1.011,4.45,41.1,35.52,60,1.06,,35,53399
FALSE,1.107,1.029,10.28,18.73,31.46,90,1.078,1.25,68,
FALSE,1.062,1.016,6.02,0,4.22,60,1.041,,70,47292
TRUE,1.058,1.014,5.78,69.34,4.62,60,1.032,0.35,35,
TRUE,1.066,1.015,6.69,81.07,6.08,90,1.05,,76,
FALSE,1.051,1.013,5.01,27.97,21.05,60,1.038,,75,47960
FALSE,1.084,1.017,8.8,33.1,22.07,60,1.063,,75,
FALSE,1.049,1.013,4.79,13.6,6.63,60,1.091,0.35,80,
FALSE,1.093,1.023,9.18,75.73,50,90,1.072,0.5,75,69272
FALSE,1.052,1.015,4.87,36.94,4.28,60,1.041,,70,
TRUE,1.057,1.01,6.18,85.78,7.64,60,1.043,0.5,70,
FALSE,1.036,1.006,3.96,45.49,5.57,60,1.057,,60,
TRUE,1.07,1.021,6.48,52.48,6.63,60,1.047,,70,34210
FALSE,1.066,1.017,6.39,0,30.79,60,1.076,0.5,86,
FALSE,1.061,1.011,6.5,27.41,3.59,60,1.045,1,80,
TRUE,1.073,1.022,6.72,54.01,18.51,60,1.054,,70,
TRUE,1.032,1.006,3.45,101.97,13.26,60,1.02,,35,
FALSE,1.057,1.014,5.6,0,6,60,,,75,
TRUE,1.04602039840264,1.0104826977826,4.66,56.15,5.13,60,1.04169127515111,0.75,90,52796
TRUE,1.057,1.01,6.18,62.77,7.44,60,1.046,,70,117830
TRUE,1.06866091677789,1.01715348476548,6.76,55.73,6.46,60,1.06846745567298,,80,
TRUE,1.058,1.013,5.83,43.57,11.19,60,1.05,,70,
TRUE,1.054,1.01,5.79,74.2,4.26,60,1.047,,70,52688
TRUE,1.078,1.021,7.46,70.26,9.71,60,1.014,1.25,35,23558
FALSE,1.051,1.012,5.21,0,3.49,60,1.045,0.5,74,45176
FALSE,1.04,1.007,4.35,5.19,4.3,60,1.066,,35,
TRUE,1.066,1.016,6.61,68.79,9.35,60,1.058,0.75,80,102981
FALSE,1.069,1.022,6.14,25.48,10.28,60,1.043,,70,42028
FALSE,1.057,1.007,6.57,26.4,9.13,60,1.047,0.75,62,
FALSE,1.06,1.017,5.63,68.69,5.31,60,1.045,0.35,75,2962
FALSE,1.058,1.014,5.77,21.59,7.12,75,1.043,2,74,34701
FALSE,1.054,1.01,5.78,31.76,9.06,60,1.069,,80,
TRUE,1.071,1.021,6.52,79.91,7.4,60,1.046,1.25,60,20132
FALSE,1.058,1.01,6.24,33.89,6.83,60,1.049,,60,49385
FALSE,1.05,1.008,5.42,34.69,21.92,60,1.056,1.75,65,
FALSE,1.061,1.016,5.88,39.59,8.84,60,1.044,0.75,65,
FALSE,1.05419086646039,1.01918730585057,4.59,33.2,38.25,60,1.03016885655003,,55,
FALSE,1.048,1.012,4.7,32,6.57,60,1.048,,35,
FALSE,1.05,1.009,5.33,28.3,6.46,75,1.044,,65,
FALSE,1.064,1.016,6.35,0,43.69,60,1.061,,65,
TRUE,1.03,1.007,3.04,74.86,10.87,60,1.021,0.5,35,
FALSE,1.103,1.026,10.12,56.16,50,60,1.057,,65,109478
FALSE,1.079,1.019,7.91,81.07,41.5,60,1.056,0.75,80,55670
TRUE,1.064,1.015,6.39,94.25,11.13,60,1.117,0.35,50,
TRUE,1.082,1.019,8.29,74.05,8.59,70,1.07,1,79,
FALSE,1.081,1.021,7.9,45.31,7.04,60,1.081,,65,
FALSE,1.042,1.011,4.16,17.34,2.83,120,1.036,,70,
FALSE,1.049,1.012,4.82,35.3,3.98,60,1.036,,70,
FALSE,1.043,1.007,4.63,34.04,5.33,60,1.033,,65,95535
FALSE,1.111,1.028,10.86,70.45,47.39,90,1.08,1.25,82,
FALSE,1.054,1.017,4.9,27.47,11.73,60,1.046,0.75,72,21842
FALSE,1.055,1.011,5.79,34.55,11.24,75,1.046,1.25,84,84306
FALSE,1.04,1.007,4.35,10.25,2.26,80,1.03,,80,
FALSE,1.056,1.012,5.84,34.82,35.61,70,1.044,,81,
TRUE,1.06,1.011,6.42,67.97,8.19,60,1.044,,70,
FALSE,1.073,1.018,7.23,53.85,22.36,60,1.06,,75,
FALSE,1.077,1.019,7.62,42.34,50,60,1.055,0.75,50,
FALSE,1.089,1.019,9.1,64.34,50,120,1.051,1.5,60,
FALSE,1.064,1.015,6.43,12.44,5.72,60,1.191,,70,
TRUE,1.068,1.017,6.69,24.86,5.11,60,1.05,,60,
FALSE,1.078,1.018,7.79,60.31,49.24,60,1.057,,70,
FALSE,1.065,1.016,6.44,56.07,48.96,60,1.046,0.5,70,61376
TRUE,1.06585422064645,1.01249969511751,7,70.91,8.06,60,1.05514151888541,,85,21081
FALSE,1.075,1.015,7.86,55.83,47.6,60,1.064,,69,
TRUE,1.081,1.009,9.42,133.86,4.9,60,1.055,0.75,71,
FALSE,1.053,1.014,5.24,16.09,4.42,90,1.039,0.75,60,
FALSE,1.061,1.016,5.85,39.79,38.77,60,1.047,,65,
FALSE,1.056,1.014,5.43,71.42,15.14,60,1.05,0.35,74,
TRUE,1.072,1.012,7.82,278.33,6.99,60,1.05,1,68,81073
TRUE,1.066,1.013,6.92,72.7,6.07,60,1.054,0.75,77,
FALSE,1.051,1.01,5.4,17.07,26.24,90,1.041,,65,50433
FALSE,1.049,1.012,4.92,24.92,4.26,60,1.033,0.35,70,
TRUE,1.054,1.011,5.63,40.27,5.71,60,1.046,,65,
FALSE,1.058,1.014,5.75,36.85,5.84,60,1.043,,75,67891
FALSE,1.054,1.013,5.4,36.21,29.35,60,1.054,1,75,16332
FALSE,1.075,1.017,7.62,32.33,6.07,60,1.06,0.35,80,
TRUE,1.048,1.012,4.8,55.29,4.09,60,1.044,0.35,75,113849
FALSE,1.057,1.011,6.04,32.7,19.8,60,1.05,1,75,49548
FALSE,1.054,1.012,5.53,35.71,15,60,1.045,0.5,75,
TRUE,1.065,1.011,7.09,73.57,4.86,60,1.053,1,76,1569
FALSE,1.045,1.01,4.54,15.71,3.6,60,1.035,,75,
FALSE,1.046,1.009,4.92,58.46,9.22,60,1.034,1,70,
FALSE,1.052,1.013,5.2,28.15,12.82,60,1.044,0.5,75,
FALSE,1.063,1.012,6.61,21.64,4.92,75,1.052,0.5,55,
TRUE,1.055,1.013,5.5,0,7.76,60,1.115,0.75,35,49775
TRUE,1.064,1.016,6.27,80.83,5.58,60,1.106,,35,82428
TRUE,1.062,1.012,6.5,54.57,6.77,60,1.054,1,77,
FALSE,1.045,1.011,4.41,10.74,4.72,75,1.038,,70,
FALSE,1.047,1.013,4.45,26.31,7.66,60,1.043,,35,
TRUE,1.069,1.017,6.83,150.41,6.7,60,,,75,3016
TRUE,1.061,1.011,6.5,46.64,7.08,90,1.045,,75,
FALSE,1.05,1.013,4.95,0,15.1,60,1.043,,70,41104
FALSE,1.059,1.013,6.04,69.31,5.58,90,1.051,,72,32556
TRUE,1.07,1.014,7.32,106.06,7.48,90,1.056,1,64,46364
FALSE,1.064,1.018,6.03,32.47,5.57,90,1.106,0.75,70,
FALSE,1.056,1.015,5.44,37.73,36.11,60,1.07,,61,
FALSE,1.038,1.007,4.04,105.36,7.28,60,1.029,0.5,50,
TRUE,1.093,1.022,9.32,33.72,12.82,60,1.104,,70,
TRUE,1.076,1.012,8.4,0,9.67,0,1.438,,35,46204
FALSE,1.051,1.016,4.54,25.82,10.77,60,1.036,,60,
FALSE,1.052,1.009,5.68,34.24,4.86,60,1.042,,65,
TRUE,1.072,1.013,7.7,95.85,50,60,1.039,1.5,60,
TRUE,1.08,1.017,8.22,93.02,8.29,60,1.058,,70,
FALSE,1.063,1.014,6.41,39.17,6.45,60,1.049,,75,17196
TRUE,1.073,1.021,6.9,117.48,20.77,60,1.029,0.35,75,
TRUE,1.106,1.029,10.16,158.08,8.82,60,1.073,1,75,
FALSE,1.042,1.004,5.01,22.99,3.62,60,1.039,,65,
TRUE,1.062,1.017,5.88,57.33,5.85,60,1.059,,69,
FALSE,1.036,1.007,3.82,30.69,5.19,60,1.029,,70,
TRUE,1.065,1.013,6.83,72.48,11.78,60,1.054,,70,46204
FALSE,1.068,1.015,7.03,64.39,12.44,75,1.057,,70,
TRUE,1.068,1.019,6.47,72.54,7.24,60,1.068,,70,
FALSE,1.043,1.01,4.35,27.37,3.9,60,1.033,,75,34066
TRUE,1.059,1.009,6.67,76.15,5.44,75,1.043,0.75,76,
FALSE,1.022,1.004,2.34,17.84,2.5,90,1.016,0.35,35,
FALSE,1.077,1.021,7.38,74.6,44.84,60,1.154,0.5,35,
FALSE,1.098,1.024,9.82,16.06,46.07,60,1.076,1,76,
FALSE,1.088,1.02,8.91,119.32,38.29,40,1.05,,75,74452
FALSE,1.063,1.007,7.5,31.54,5.09,90,1.07,,72,69651
TRUE,1.074,1.013,8.01,140.29,6.16,60,1.058,,60,
TRUE,1.074,1.022,6.81,83.2,18.22,90,1.062,,75,
FALSE,1.067,1.017,6.58,0,14.21,60,1.046,,60,
FALSE,1.111,1.032,10.42,44.15,49.05,90,1.092,,75,
FALSE,1.061,1.015,6.09,40.2,10.22,60,1.113,0.35,35,
FALSE,1.056,1.011,5.94,61.87,9.66,60,1.102,,35,
FALSE,1.049,1.011,5.01,29.86,5.34,60,1.039,0.35,67,
FALSE,1.047,1.008,5.09,32.54,3.18,90,1.038,1.5,78,61724
FALSE,1.029,1.007,2.89,0,13.67,90,1.021,0.5,35,
TRUE,1.056,1.012,5.8,35.78,8.4,60,1.04,,70,
FALSE,1.049,1.01,5.12,45.28,8.82,60,1.078,0.5,75,
FALSE,1.054,1.013,5.34,27.69,5.58,60,1.049,,75,2708
FALSE,1.054,1.013,5.31,0,26.01,60,1.045,,70,
FALSE,1.049,1.013,4.68,34.39,26.1,60,1.035,0.35,70,49211
FALSE,1.051,1.009,5.46,31.48,5.02,60,1.043,0.75,74,
FALSE,1.056,1.015,5.39,0,5.43,60,1.041,,70,
FALSE,1.052,1.01,5.47,47.62,10.7,60,1.038,,70,
FALSE,1.061,1.013,6.39,29.1,3.43,90,1.051,0.5,80,106342
TRUE,1.078,1.015,8.34,87.39,8.12,90,1.058,0.75,70,
FALSE,1.045,1.012,4.38,35.87,3.13,60,1.033,0.75,75,
FALSE,1.06,1.011,6.36,40.84,4.68,75,1.039,0.35,70,
FALSE,1.05,1.007,5.72,39.62,4.3,60,1.044,,89,
FALSE,1.049,1.012,4.86,29.75,29.87,60,1.041,,72,
FALSE,1.052,1.013,5.12,38.89,36.36,60,1.057,,35,
FALSE,1.096,1.02,10.03,50.78,29.6,60,1.071,,75,
FALSE,1.064,1.015,6.36,42.07,11.17,60,1.051,,70,
FALSE,1.041,1.007,4.53,43.31,8.73,60,1.028,0.35,70,73565
TRUE,1.082,1.017,8.45,129.62,10.46,90,1.067,0.35,75,
TRUE,1.069,1.016,6.93,121.85,5.45,90,1.054,0.75,75,
FALSE,1.049,1.017,4.29,23.01,37.74,60,1.043,,75,2708
FALSE,1.107,1.028,10.33,74.73,50,90,1.071,,70,47292
FALSE,1.049,1.009,5.26,44.14,4.22,60,1.033,1.5,50,
FALSE,1.067,1.017,6.6,38.68,37.97,60,1.045,,70,34210
TRUE,1.067,1.014,7.04,66.75,6.19,60,1.04,,35,
TRUE,1.068,1.013,7.16,71.52,5.13,60,1.05,,70,
TRUE,1.069,1.016,6.9,68.86,7.28,60,1.054,0.75,70,
FALSE,1.086,1.017,9.12,26.3,21.77,60,1.092,,70,
TRUE,1.076,1.016,7.97,78.43,4.79,60,1.055,,74,42897
FALSE,1.048,1.007,5.36,41.21,3.48,60,1.033,1.5,75,4040
